id	custom	data	prompt	maxlength	required	list
413	HH9972	DATA2	Year of birth & year of passing (YYYY-YYYY no spaces)	9		
414	HJ0442	DATA1	Name (up to 35 characters including spaces)	35	1	
415	HJ0442	DATA2	Birthday (up to 35 characters)	35	1	
416	HJ1511L	DATA1	Name (up to 12 characters)	12	1	
417	HJ1511T	DATA1	Name (up to 12 characters)	12	1	
418	HJ0842	DATA1	Initial (one character only)	1	1	
419	HJ1402	DATA1	Family name (up to 12 characters - 'THE' is standard & included)	12	1	
420	HH9292OG1	DATA1	Up to 7 characters ALL CAPS PLEASE	7	1	
421	HH9292OG2	DATA1	Line 1 (up to 16 characters) ALL CAPS PLEASE	16	1	
422	HH9292BG1	DATA1	Up to 7 characters ALL CAPS PLEASE	7	1	
423	HH9292BG2	DATA1	Line 1 (up to 16 characters) ALL CAPS PLEASE	16	1	
424	HJ1822OG1	DATA1	Up to 7 characters ALL CAPS PLEASE	7	1	
425	HJ1822OG2	DATA1	Line 1 (up to 16 characters) ALL CAPS PLEASE	16	1	
426	HJ1822BG1	DATA1	Up to 7 characters ALL CAPS PLEASE	7	1	
427	HJ1822BG2	DATA1	Line 1 (up to 16 characters) ALL CAPS PLEASE	16	1	
428	HJ1102	DATA1	Letter (one character)	1	1	
429	HJ1112	DATA2	Letter (one character)	1	1	
430	HH9292OG2	DATA2	Line 2 (up to 16 characters) ALL CAPS PLEASE	16		
431	HG9292BG2	DATA2	Line 2 (up to 16 characters)	16		
432	HJ1822OG2	DATA2	Line 2 (up to 16 characters) ALL CAPS PLEASE	16		
433	HJ1822BG2	DATA2	Line 2 (up to 16 characters) ALL CAPS PLEASE	16		
434	HJ4362	DATA1	Street number & street name (req.)	30	1	
435	HJ4362	DATA2	City (req.)	30	1	
436	HJ4362	DATA3	State (2 character abbreviation req.)	2	1	
437	HJ4362	DATA4	Zip Code (5 digit) (req.)	5	1	
438	HH9292BG2	DATA2	Line 2 (up to 16 characters) ALL CAPS PLEASE	16	1	
439	HJ2832	DATA1	Sister's name (12 characters)	12	1	
440	HJ2832	DATA2	Your name (limit 12 characters)	12	1	
441	HJ2842	DATA1	Names (25 characters)	25	1	
442	HJ2842	DATA2	Date (20 characters)	20	1	
443	HJ4998	DATA1	Relationship (up to 15 characters)	15	1	
444	HJ4998	DATA2	Age (up to 3 characters)	3	1	
445	HJ5078	DATA1	Age (up to 3 characters)	3	1	
446	HJ4918	DATA1	Family name	12	1	
447	HJ4918	DATA2	Month/Year (up to 13 characters)	13	1	
448	HJ5198	DATA1	Name (up to 12 characters)	12	1	
449	HJ5198	DATA2	Number (up to 2 characters)	2	1	
450	HJ5158	DATA1	Name one (up to 12 characters - we'll add 'ology' to the name entered here)	12	1	
451	HJ5158	DATA2	Name two (up to 12 characters - supply this name to finish the phrase 'The Study Of')	12	1	
452	VG4271	DATA1	Profession (up to 15 characters)	15	1	
453	HJ7258	DATA1	Hero name (up to 12 characters)	12	1	
454	HJ7378	DATA1	Name of greatest (up to 12 characters)	12	1	
455	HJ7388	DATA1	Where you would rather be (up to 18 characters)	18	1	
456	HJ7418	DATA1	Up to 12 characters	12	1	
457	HJ5312	DATA1	Full name and birth date (up to 50 characters)	50	1	
458	HJ5322	DATA1	Last name (up to 25 characters)	25	1	
459	HJ5322	DATA2	First names (up to 50 characters total)	50	1	
460	HJ5552	DATA1	Zip code	6	1	
461	HC4092	DATA2	City (25 characters)	25	1	
462	HC4092	DATA3	State (25 characters)	25	1	
463	HJ8882	DATA1	Names (up to 24 characters)	24	1	
464	HJ8882	DATA2	Date	24	1	
465	HK1142	DATA1	Place (up to 18 characters)	18	1	
466	HJ8872	DATA1	Name 1 (10 characters)	10	1	
467	HJ8872	DATA2	Name 2 (10 characters)	10	1	
468	HK1822	DATA1	Line 1 (12 characters max)	12	1	
469	HK1822	DATA2	Line 2 (12 characters max)	12		
470	HK1822	DATA3	Line 3 (12 characters max)	12		
471	HK1042	DATA1	Starting month	10	1	
472	HK1042	DATA2	Starting year	4	1	
473	HK1042	DATA3	First Name (up to 15 characters)	15		
474	HK1042	DATA4	Last Name (optional - 14 characters)	14		
475	HK1892	DATA1	Stone 1	8	1	
476	HK1892	DATA2	Stone 2	8		
477	HK1892	DATA3	Stone 3	8		
478	HK1892	DATA4	Stone 4	8		
479	HK1892	DATA5	Stone 5	8		
480	HK1178	DATA1	Age	3	1	
481	HK1188	DATA1	Age	3	1	
482	HJ9478	DATA1	First initial	1	1	
483	HJ9478	DATA2	Name (up to 14 characters)	14	1	
484	HJ9478	DATA3	Color (Pink or Blue)	4	1	
485	HJ9142	DATA1	3 Initials	3	1	
486	HK2372	DATA1	Full name (up to 36 characters)	36	1	
487	HK2372	DATA2	Date and time of birth (up to 36 characters)	36	1	
488	HK2372	DATA3	Weight and length (up to 36 characters)	36	1	
489	HK2372	DATA4	First initial	1	1	
490	HK2372	DATA5	Middle initial	1	1	
491	HK2372	DATA6	Last initial	1	1	
492	HK1202	DATA1	First initial	1	1	
493	HK1202	DATA2	Full first name (up to 15 chars)	15	1	
494	HJ9662	DATA1	Child's first name 15 char.(all fields req. - don't enter 'none' - it will show as the word 'none')	15	1	
495	HJ9662	DATA2	Child's last name (15 char max - required)	15	1	
496	HJ9662	DATA3	Gender (required)	15	1	
497	HJ9662	DATA4	Loved one name 1 (required)	30	1	
498	HJ9662	DATA5	Loved one name 2 (required)	30	1	
499	HJ9662	DATA6	Loved one name 3 (required)	30	1	
500	HJ9662	DATA7	Loved one name 4 (required)	30	1	
501	HJ9662	DATA8	Loved one name 5 (required)	30	1	
502	HJ9662	DATA9	Loved one name 6 (required)	30	1	
503	HJ9662	DATA10	Dedication (40 character max - required)	40	1	
504	HJ9662	DATA11	Sender (40 character max - required)	40	1	
505	HJ9662	DATA12	Year (4 digit - required)	4	1	
506	HK1062	DATA1	Name (up to 13 chars)	13	1	
507	HK1062	DATA2	Recipe line 1 (13 char. Max)	13	1	
508	HK1062	DATA3	Recipe line 2 (13 char. Max)	13		
509	HK1062	DATA4	Recipe line 3 (13 char. Max)	13		
510	HK1852	DATA1	3 Initials	3	1	
511	HJ8332	DATA1	3 Initials	3	1	
512	HK1072	DATA1	Name (up to 25 characters)	25	1	
513	HK1072	DATA2	Message line 1 (up to 30 chars.)	30		
514	HK1072	DATA3	Year (4 digit)	4		
515	HK1592-1	DATA1	Stone choice	16	1	
516	HK1592-2	DATA1	Stone choice 1	16	1	
517	HK1592-2	DATA2	Stone choice 2	16	1	
518	HK1592-3	DATA1	Stone choice 1	16	1	
519	HK1592-3	DATA2	Stone choice 2	16	1	
520	HK1592-3	DATA3	Stone choice 3	16	1	
521	HK1592-4	DATA1	Stone choice 1	16	1	
522	HK1592-4	DATA2	Stone choice 2	16	1	
523	HK1592-4	DATA3	Stone choice 3	16	1	
524	HK1592-4	DATA4	Stone choice 4	16	1	
525	HK1592-5	DATA1	Stone choice 1	16	1	
526	HK1592-5	DATA2	Stone choice 2	16	1	
527	HK1592-5	DATA3	Stone choice 3	16	1	
528	HK1592-5	DATA4	Stone choice 4	16	1	
529	HK1592-5	DATA5	Stone choice 5	16	1	
530	HK2712-1	DATA1	Stone choice	16	1	
531	HK2712-2	DATA1	Stone choice 1	16	1	
532	HK2712-2	DATA2	Stone choice 2	16	1	
533	HK2712-3	DATA1	Stone choice 1	16	1	
534	HK2712-3	DATA2	Stone choice 2	16	1	
535	HK2712-3	DATA3	Stone choice 3	16	1	
536	HK2712-4	DATA1	Stone choice 1	16	1	
537	HK2712-4	DATA2	Stone choice 2	16	1	
538	HK2712-4	DATA3	Stone choice 3	16	1	
539	HK2712-4	DATA4	Stone choice 4	16	1	
540	HK2712-5	DATA1	Stone choice 1	16	1	
541	HK2712-5	DATA2	Stone choice 2	16	1	
542	HK2712-5	DATA3	Stone choice 3	16	1	
543	HK2712-5	DATA4	Stone choice 4	16	1	
544	HK2712-5	DATA5	Stone choice 5	16	1	
545	HK4462	DATA1	Family name or greeting (up to 15 characters)	15	1	
546	HJ9672	DATA1	Child's first name (required)	15	1	
547	HJ9672	DATA2	Child's middle name (up to 15 characters)	15		
548	HJ9672	DATA3	Child's last name (up to 15 characters)	15		
549	HJ9672	DATA4	Gender (required)	6	1	
550	HJ9672	DATA5	Additional family member 1 (up to 15 characters)	15		
551	HJ9672	DATA6	Additional family member 2 (up to 15 characters)	15		
552	HJ9672	DATA7	Additional family member 3 (up to 15 characters)	15		
553	HJ9672	DATA8	Additional family member 4 (up to 15 characters)	15		
554	HJ9672	DATA9	Additional family member 5 (up to 15 characters)	15		
555	HJ9672	DATA10	Additional family member 6 (up to 15 characters)	15		
556	HJ9672	DATA11	Additional family member 7 (up to 15 characters)	15		
557	HJ9672	DATA12	Additional family member 8 (up to 15 characters)	15		
558	HJ9672	DATA13	Additional family member 9 (up to 15 characters)	15		
559	HJ9672	DATA14	Additional family member 10 (up to 15 characters)	15		
560	HJ9672	DATA15	Additional family member 11 (up to 15 characters)	15		
561	HJ9672	DATA16	Additional family member 12 (up to 15 characters)	15		
562	HK5382	DATA1	Initial (one character only)	1	1	
563	HK5592	DATA1	Initial (one character only)	1	1	
564	HK1902	DATA1	Mom's birth month	8	1	
565	HK1902	DATA2	Additional birth month 1	8		
566	HK1902	DATA3	Additional birth month 2	8		
567	HK1902	DATA4	Additional birth month 3	8		
568	HK1902	DATA5	Additional birth month 4	8		
569	HK1902	DATA6	Additional birth month 5	8		
570	HK5582	DATA1	Name 1 (up to 12 characters)	12	1	
571	HK5582	DATA2	Birthmonth 1	2	1	
572	HK5582	DATA3	Name 2 (up to 12 characters)	12		
573	HK5582	DATA4	Birthmonth 2	2		
574	HK5582	DATA5	Name 3 (up to 12 characters)	12		
575	HK5582	DATA6	Birthmonth 3	2		
576	HK5582	DATA7	Name 4 (up to 12 characters)	12		
577	HK5582	DATA8	Birthmonth 4	2		
578	HJ9062	DATA1	14 characters	14	1	
579	HJ9062	DATA2	18 characters	18		
580	HK4688	DATA1	Name (up to 16 characters)	16	1	
581	CE2838	DATA1	Phrase (up to 25 characters)	25	1	
582	CE2838	DATA2	Phrase 2 (up to 25 characters)	25	1	
583	VJ0918	DATA1	Nationality (up to 12 characters)	12	1	
584	VJ1292	DATA1	Lake Name	30	1	
585	VJ1292	DATA2	Family Name	30		
586	VJ1292	DATA3	State Name	13		
587	VH8282	DATA1	Name (Up to 16 Upper case characters and spaces)	16	1	
588	VH4072	DATA1	Message for Top of Sign	35	1	
589	VH4072	DATA2	Message for Bottom of Sign	55		
590	VJ0482	DATA1	Fan or Family Name (Up to 30 characters and spaces)	30	1	
591	VJ1452	DATA1	Fan or Family Name (Up to 30 characters and spaces)	30	1	
592	VH8392	DATA1	Name (Up to 30 characters and spaces)	30	1	
593	VE8892	DATA1	Line 1 (12 Characters) ALL CAPS PLEASE	12	1	
594	VE8892	DATA2	Line 2 (9 Characters) ALL CAPS PLEASE	9		
595	VJ5942	DATA1	Name	22	1	
596	VJ5952	DATA1	Name	22	1	
597	VJ6592	DATA1	Phrase 1(Specify up to 16 characters and spaces) ALL CAPS PLEASE	16	1	
598	VJ6592	DATA2	Phrase 2(Specify up to 16 characters and spaces) ALL CAPS PLEASE	16		
599	VJ6602	DATA1	Line 1(Specify up to 14 character and spaces) ALL CAPS PLEASE	14	1	
600	VJ9042	DATA1	Line 1	13	1	
601	VJ9042	DATA2	Line2	13		
602	VJ7852	DATA1	Gender(Specify Male/Female)	6	1	
603	VJ7852	DATA2	Name	30	1	
604	VJ7852	DATA3	Birth Date	30	1	
605	VJ7852	DATA4	Rest Date	30	1	
606	VJ9522	DATA1	Fan or Family Name (Specify upto 50 Characters and spaces)	50	1	
607	VJ7932	DATA1	Fan or Family Name (Specify upto 50 Characters and spaces)	50	1	
608	VJ7862	DATA1	1st Name	12	1	
609	VJ7862	DATA2	2nd Name	12	1	
610	VJ7127	DATA1	Family Name(upto 13 Characters inside the wreath)	13	1	
611	VJ7127	DATA2	Name1 (Specify up to 9 Characters)	9		
612	VJ7127	DATA3	Name2 (Specify up to 9 Characters)	9		
613	VJ7127	DATA4	Name3 (Specify up to 9 Characters)	9		
614	VJ7127	DATA5	Name4 (Specify up to 9 Characters)	9		
615	VJ7127	DATA6	Name5 (Specify up to 9 Characters)	9		
616	VJ7127	DATA7	Name6 (Specify up to 9 Characters)	9		
617	VJ7127	DATA8	Name7 (Specify up to 9 Characters)	9		
618	VK0202	DATA1	Family Name(up to 13 Characters inside the wreath)	13	1	
619	VK0202	DATA2	Name1 (Specify up to 9 Characters)	9		
620	VK0202	DATA3	Name2 (Specify up to 9 Characters)	9		
621	VK0202	DATA4	Name3 (Specify up to 9 Characters)	9		
622	VK0202	DATA5	Name4 (Specify up to 9 Characters)	9		
623	VK0202	DATA6	Name5 (Specify up to 9 Characters)	9		
624	VK0202	DATA7	Name6 (Specify up to 9 Characters)	9		
625	VK0202	DATA8	Name7 (Specify up to 9 Characters)	9		
626	CD3652	DATA1	Family Name (Up to 32 Mixed Case Characters)	32	1	
627	CD3662	DATA1	Family Name (Up to 32 Mixed Case Characters)	32	1	
628	CD3672	DATA1	Family Name (Up to 32 Mixed Case Characters)	32	1	
629	CD5082	DATA1	Name (Up to 10 Mixed Case Characters)	10	1	
630	CD5082	DATA2	Year (MMDDYY)	6	1	
631	CD5092	DATA1	Name (Up to 10 Mixed Case Characters)	10	1	
632	CD5092	DATA2	Year (MMDDYY)	6	1	
633	CB6442	DATA1	First Parent Name (Up to 10 Upper Case Characters)	10	1	
634	CB6442	DATA2	Second Parent Name (Up to 10 Upper Case Characters)	10	1	
635	CB6442	DATA3	First Child's Name (Up to 10 Upper Case Characters)	10	1	
636	CB6442	DATA4	Second Child's Name (Up to 10 Upper Case Characters)	10	1	
637	CB6442	DATA5	Third Child's Name (Up to 10 Upper Case Characters)	10	1	
638	CB6442	DATA6	Fourth Child's Name (Up to 10 Upper Case Characters)	10	1	
639	CB6442	DATA7	Family Name (Up to 12 Upper Case Characters)	12	1	
640	CC2862	DATA1	Lake Name (Up to 25 Upper Case Characters)	25	1	
641	CC2862	DATA2	State (Up to 25 Upper Case Characters)	25		
642	CC2882	DATA1	Name (Up to 25 Upper Case Characters)	25	1	
643	CC2882	DATA2	City & State (Up to 30 Upper Case Characters)	30		
644	CC5912	DATA1	First Person's Name (10 Upper Case Characters)	10	1	
645	CC5912	DATA2	Second Person's Name (Up to 10 Mixed Case Characters)	10		
646	CC6222	DATA1	Name (12 Characters)	12	1	
647	CD5102	DATA1	Name1 (Up to 8 Mixed Case Characters)	8	1	
648	CD5102	DATA2	Name2 (Up to 8 Mixed Case Characters)	8		
649	CD5102	DATA3	Name3 (Up to 8 Mixed Case Characters)	8		
650	CD5102	DATA4	Name4 (Up to 8 Mixed Case Characters)	8		
651	CD5102	DATA5	Name5 (Up to 8 Mixed Case Characters)	8		
652	CD5102	DATA6	Name6 (Up to 8 Mixed Case Characters)	8		
653	CD5102	DATA7	Name7 (Up to 8 Mixed Case Characters)	8		
654	CD5102	DATA8	Name8 (Up to 8 Mixed Case Characters)	8		
655	CD5102	DATA9	Name9 (Up to 8 Mixed Case Characters)	8		
656	CD5102	DATA10	Name10 (Up to 8 Mixed Case Characters)	8		
657	CD5882	DATA1	Name (Up to 15 Upper Case Characters)	15	1	
658	CD5882	DATA2	Location (Up to 15 Upper Case Characters)	15	1	
659	CD5932	DATA1	Chef Name (Up to 12 Upper Case Characters)	12	1	
660	VK0272	DATA1	Family Name( Specify up to 30 Characters and Spaces)	30	1	
661	VK0322	DATA1	Name( Specify up to 30 Characters and Spaces)	30	1	
662	VK0332	DATA1	Name or Family Name( Specify up to 30 Characters and Spaces)	30	1	
663	VK0342	DATA1	Name or Trail Name(Specify up to 30 Characters and Spaces)	30	1	
664	VK0342	DATA2	City or State Line(Specify up to 30 Characters and Spaces)	30	1	
665	VK0352	DATA1	Name( Specify up to 30 Characters and Spaces)	30	1	
666	VK0362	DATA1	Name( Specify up to 30 Characters and Spaces)	30	1	
667	VK0622	DATA1	State Name (Specify up to 30 Characters and Spaces)	30	1	
668	VK0622	DATA2	Water Body Name (Specify up to 30 Character and Spaces)	30	1	
669	VK1732	DATA1	State Name (Specify up to 30 Characters and Spaces)	30	1	
670	VK1732	DATA2	Water Body Name (Specify up to 30 Character and Spaces)	30	1	
671	VK1742	DATA1	State Name (Specify up to 30 Characters and Spaces)	30	1	
672	VK1742	DATA2	Water Body Name (Specify up to 30 Character and Spaces)	30	1	
673	VK1752	DATA1	State Name (Specify up to 30 Characters and Spaces)	30	1	
674	VK1752	DATA2	Water Body Name (Specify up to 30 Character and Spaces)	30	1	
675	VK0652	DATA1	Name 1(Specify up to 30 Characters and Spaces)	30	1	
676	VK0652	DATA2	Name 2(Specify up to 30 Characters and Spaces)	30	1	
677	VK0602	DATA1	Specify family Name(up to 30 Characters and Spaces)	30	1	
678	VK0602	DATA2	Specify Tavern Name	30		
679	VK0582	DATA1	Specify family Name(up to 30 Characters and Spaces each)	30	1	
680	VK0582	DATA2	Specify location Name(up to 30 Characters and Spaces each)	30		
681	VK0592	DATA1	Specify location Name(up to 30 Characters and Spaces each)	30	1	
682	VK0592	DATA2	Specify family Name(up to 30 Characters and Spaces)	30	1	
683	VK0462	DATA1	Specify location Name(up to 30 Characters and Spaces each)	30	1	
684	VK0462	DATA2	Specify family Name(up to 30 Characters and Spaces)	30	1	
685	VK2012	DATA1	Specify individual or day care name (up to 30 Characters and spaces)	30	1	
686	VK0632	DATA1	Specify individual or day care name (up to 30 Characters and spaces)	30	1	
687	VH2062S	DATA1	Name of Choice (or specify NO NAME)	16	1	
688	VH2062T	DATA1	Name of Choice (or specify NO NAME)	16	1	
689	VJ0938	DATA1	Family Name	15	1	
690	VH1822S	DATA1	Name of Choice (or specify NO NAME)	16	1	
691	VH1822T	DATA1	Name of Choice (or specify NO NAME)	16	1	
692	VH1832	DATA1	Name of Choice (or specify NO NAME)	16	1	
693	VJ3488	DATA1	Name	25	1	
694	VJ4142	DATA1	Name	16	1	
695	CE2548	DATA1	Name (Up to 12 Characters)	12	1	
696	CE2508	DATA1	Name (Up to 12 Characters)	12	1	
697	CE2378	DATA1	Name (Up to 12 Characters)	12	1	
698	CE2461	DATA1	Name (Up to 12 Characters)	12	1	
699	CE2528	DATA1	Name (Up to 12 Characters)	12	1	
700	CE2361	DATA1	Name (Up to 12 Characters)	12	1	
701	CE2361	DATA2	Ink Color (<font color=red>RED</font> or <font color=green>GREEN</font> only please)	5	1	
702	CE2628	DATA1	Name (Up to 12 Characters)	12	1	
703	CE2408	DATA1	Name (Up to 12 Characters)	12	1	
704	CE2518	DATA1	Name (Up to 12 Characters)	12	1	
705	CE2568	DATA1	Name (Up to 12 Characters)	12	1	
706	CE2428	DATA1	Name (Up to 12 Characters)	12	1	
707	CE2558	DATA1	Name (Up to 12 Characters)	12	1	
708	CE2498	DATA1	Name (Up to 12 Characters)	12	1	
709	CE2438	DATA1	Name (Up to 12 Characters)	12	1	
710	CE2388	DATA1	Name (Up to 12 Characters)	12	1	
711	CE2448	DATA1	Name (Up to 12 Characters)	12	1	
712	CE2538	DATA1	Name (Up to 12 Characters)	12	1	
713	CE2488	DATA1	Name (Up to 12 Characters)	12	1	
714	CE2398	DATA1	Name (Up to 12 Characters)	12	1	
715	CE2578	DATA1	Honoree's Name (Up to 12 Characters)	12	1	
716	CE2578	DATA2	Relationship (Up to 12 Characters)	12		
717	VJ0958	DATA1	Name or phrase (max 19 characters)	19	1	
718	HK8838	DATA1	Your name (15 characters)	15	1	
719	HK8838	DATA2	Return to name (15 characters)	15	1	
720	HK9312	DATA1	Name one (up to ten characters)	10	1	
721	HK9312	DATA2	Name two (up to ten characters)	10	1	
722	HK9302	DATA1	Line one (up to 30 characters)	30	1	
723	HK9302	DATA2	Line two (up to 30 characters)	30		
724	HK8888	DATA1	Year (4-digit)	4	1	
725	HK8768	DATA1	Name (up to 15 characters)	15	1	
726	HK8768	DATA2	Color (specify GRAY or PINK)	4	1	
727	HK8202	DATA1	Name (up to 14 characters)	14	1	
728	HK9102	DATA1	City or town (30 characters)	30	1	
729	HK9102	DATA2	State (2 character abbreviation)	2	1	
730	HK7642	DATA1	Three uppercase letters	3	1	
731	HK8828	DATA1	City or place (15 characters or less)	15	1	
732	HK8132	DATA1	Name - up to 30 characters	30	1	
733	HL3762	DATA1	Street address (up to 30 characters)	30	1	
734	HL3762	DATA2	City (up to 30 characters)	30	1	
735	HL3762	DATA3	State (2 character abbreviation)	2	1	
736	HL3762	DATA4	Zip code (5 digit)	5	1	
737	HL3762	DATA5	Personal message (up to 40 characters)	40	1	
738	HL1972	DATA1	Street Number and Street Name	30	1	
739	HL1972	DATA2	City	30	1	
740	HL1972	DATA3	State (2 character abbreviation)	2	1	
741	HL1972	DATA4	Zip or Postal Code (9 digit)	9	1	
742	HL1972	DATA5	Country (US or CA - 2 characters)	2	1	
743	HL3722	DATA1	Personal message (up to 15 characters)	15	1	
744	HL3722	DATA2	Street Number and Street Name	30	1	
745	HL3722	DATA3	City	30	1	
746	HL3722	DATA4	State (2 character abbreviation)	2	1	
747	HL3722	DATA5	Zip or Postal Code (9 digit)	9	1	
748	HL2282	DATA1	Single initial	1	1	
749	HL2662	DATA1	Name of school (up to 40 characters)	40	1	
750	HL2672	DATA1	Name of school (up to 40 characters)	40	1	
751	HL2358	DATA1	Phrase (up to 18 characters)	18	1	
752	HL2348	DATA1	Word or phrase (18 character limit)	18	1	
753	HL1492	DATA1	Phrase (Up to 40 characters)	40	1	
754	HL1492	DATA2	Font Choice	16	1	Baskerville;Monotype Corsiva;Script MT Bold;Trajan Bold
755	HL1492	DATA3	Ink Color	6	1	Gold;Silver
756	HL1492	DATA4	Icon Choice	6	1	Doves;Hearts;None
757	HL5678	DATA1	Endearment (Grandma/Mommy/Nana etc. - 12 char. limit)	12	1	
758	HL5678	DATA2	Number (up to 2 digits)	2	1	
759	HH2546E	DATA1	Initials (3 char max)	3	1	
760	HL6432	DATA1	Line 1 (12 character max.)	12	1	
761	HL6432	DATA1	Line 2 (12 character max.)	12		
762	HL5978	DATA1	Age	3	1	
763	HL5988	DATA1	Endearment (Grandma/Mommy/Nana etc. - 12 char. limit)	12	1	
764	HL5592	DATA1	Up to 20 characters	20	1	
765	HK9754E	DATA1	Line 1 (24 characters)	24	1	
766	HK9754E	DATA2	Line 2 (24 characters)	24	1	
767	LA1016E	DATA1	Personalization Line	18	1	
768	VH3842E	DATA1	Personalization Line	18	1	
769	HL4192	DATA2	State (2 character abbreviation)	2	1	
770	HL4192	DATA3	Zip code (5 digit)	5	1	
771	HL3384E	DATA1	Initials (3 char max)	3	1	
772	HH2705E	DATA1	Initials (3 char max)	3	1	
773	HL8552	DATA1	Initials (3 char max)	3	1	
774	HL7512	DATA1	Line one (up to 6 characters)	6	1	
775	HL7512	DATA2	Line two (up to 13 characters)	13		
776	HL7512	DATA3	Line three (up to 13 characters)	13		
777	HL8878	DATA1	Name (up to 12 characters)	12	1	
778	HL9512	DATA1	Name (up to 25 characters)	25	1	
779	HL8838	DATA1	Place (up to 18 characters)	18	1	
780	HL8988	DATA1	Up to 24 characters including spaces	24	1	
781	HL7522	DATA1	House number or name (up to 14 characters)	14	1	
782	HL8532	DATA1	Initials (3 char max)	3	1	
783	HL8522	DATA1	Initials (3 char max)	3	1	
784	HL8562	DATA1	Initials (3 char max)	3	1	
785	HL6992	DATA1	First name - Who the book is for (15 char max - required)	15	1	
786	HL6992	DATA2	Child Gender (all fields required)	15	1	
787	HL6992	DATA3	Younger sibling first name (15 character max - required)	15	1	
788	HL6992	DATA4	Sibling Gender - required	15	1	
789	HL7002	DATA1	First name - Who the book is for (15 char. max - required)	15	1	
790	HL7002	DATA2	Child Gender (all fields required)	15	1	
791	HL7002	DATA3	Younger sibling first name (15 char. max - required)	15	1	
792	HL7002	DATA4	Sibling Gender - required	15	1	
793	VK2022	DATA1	Lake (up to 30 characters)	30	1	
794	VK2022	DATA2	County (up to 30 characters)	30	1	
795	VK2022	DATA3	State (2 character abbreviation)	2	1	
796	KA1754	DATA1	Line 1	10	1	
797	KA1754	DATA2	Line 2	10		
798	KA1754	DATA3	Line 3	10		
799	KA1784	DATA1	Line 1	10	1	
800	KA1764	DATA1	Line 1	10	1	
801	KA1774	DATA1	Line 1	3	1	
802	KA0634E	DATA1	Initials (1-3 characters)	3	1	
803	VL3778	DATA1	City or town (up to 16 characters including spaces)	16	1	
804	VH4382	DATA1	Address Number	5	1	
805	VH4382	DATA2	Street Name (Upper Case Characters only)	17		
806	VH4392	DATA1	Address Number	5	1	
807	VH4392	DATA2	Street Name	17		
808	VH4402	DATA1	Address Number	6	1	
809	VH4402	DATA2	Street Name (Upper Case Characters only)	16		
810	VH4412	DATA1	Name (Upper Case Characters only)	17	1	
811	VH4412	DATA2	Address Number	5		
812	VH4412	DATA3	Street Name (Upper Case Characters only)	17		
813	VH4422	DATA1	Name (Upper Case Characters only)	14	1	
814	VH4422	DATA2	Address Number	5		
815	VH4422	DATA3	Street Name (Upper Case Characters only)	14		
816	VH4432	DATA1	Address Number	5	1	
817	VH4442	DATA1	Address Number	5	1	
818	HM1792	DATA1	First name or initials (up to 10 characters)	10	1	
819	HM1792	DATA2	Second name or initials (up to 10 characters)	10	1	
820	HM2678	DATA1	Third line (up to 12 characters)	12	1	
821	HM1682	DATA1	Family name (up to 16 characters)	16	1	
822	HM1682	DATA2	Individual 1 (up to 12 characters)	12		
823	HM1682	DATA3	Individual 2 (up to 12 characters)	12		
824	HM1682	DATA4	Individual 3 (up to 12 characters)	12		
825	HM1682	DATA5	Individual 4 (up to 12 characters)	12		
826	HM1682	DATA6	Individual 5 (up to 12 characters)	12		
827	HM1682	DATA7	Individual 6 (up to 12 characters)	12		
828	HM1682	DATA8	Individual 7 (up to 12 characters)	12		
829	HM1682	DATA9	Individual 8 (up to 12 characters)	12		
830	HM1682	DATA10	Individual 9 (up to 12 characters)	12		
831	HM1682	DATA11	Individual 10 (up to 12 characters)	12		
832	HM1682	DATA12	Individual 11 (up to 12 characters)	12		
833	HM1682	DATA13	Individual 12 (up to 12 characters)	12		
834	HM1682	DATA14	Individual 13 (up to 12 characters)	12		
835	HM1682	DATA15	Individual 14 (up to 12 characters)	12		
836	HM1682	DATA16	Individual 15 (up to 12 characters)	12		
837	HM1682	DATA17	Individual 16 (up to 12 characters)	12		
838	HM1682	DATA18	Individual 17 (up to 12 characters)	12		
839	HM1682	DATA19	Individual 18 (up to 12 characters)	12		
840	HM3332MG	DATA1	3 initial monogram	3	1	
841	HM2768	DATA1	Age	12	1	
842	HM1772	DATA1	First name or initials (up to 12 characters)	12	1	
843	HM1772	DATA2	Second name or initials (up to 12 characters)	12	1	
844	HM1092	DATA1	First name or initials (up to 10 characters)	10	1	
845	HM1092	DATA2	Second name or initials (up to 10 characters)	10	1	
846	HM1692	DATA1	2 character initials first set	2	1	
847	HM1692	DATA2	2 character initials second set	2	1	
848	HM2442	DATA1	Day of month	2	1	
850	HM333201	DATA1	Line 1 (up to 14 characters)	14	1	
851	HM333202	DATA1	Line 1 (up to 14 characters)	14	1	
852	HM333202	DATA2	Line 2 (up to 14 characters)	14	1	
853	HM333203	DATA1	Line 1 (up to 14 characters)	14	1	
854	HM333203	DATA2	Line 2 (up to 14 characters)	14	1	
855	HM333203	DATA3	Line 3 (up to 14 characters)	14	1	
856	HM3182	DATA1	Name (up to 10 characters)	10	1	
857	HM3182	DATA2	Year (4 digit - required)	4	1	
858	HY0112	DATA1	Line 1 (up to 60 characters)	60	1	
859	HY0112	DATA2	Line 2 (up to 60 characters)	60		
860	HY0112	DATA3	Line 3 (up to 60 characters)	60		
861	HY0112	DATA4	Line 4 (up to 60 characters)	60		
